Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle
2019,1,1,21,30,0,0,-6.300000000000001,0.14,2.1,46.75,4.1000000000000005,977,0,146.19
2019,1,1,22,30,0,0,-6.300000000000001,0.14,2,46.46,4.2,977,0,158.05
2019,1,1,23,30,0,0,-6.2,0.14,2,46.02,4.4,977,0,167.39000000000001
2019,1,2,0,30,0,0,-6.300000000000001,0.14,2,45.730000000000004,4.4,977,0,166.58
2019,1,2,1,30,0,0,-6.800000000000001,0.14,1.9000000000000001,44.18,4.4,977,0,156.66
2019,1,2,2,30,0,0,-7.300000000000001,0.14,1.9000000000000001,43.25,4.1000000000000005,977,0,144.69
2019,1,2,3,30,0,0,-7.5,0.14,2.1,43.07,3.9000000000000004,977,0,132.31
2019,1,2,4,30,0,0,-7.6000000000000005,0.14,2.2,43.06,3.8000000000000003,977,0,119.95
2019,1,2,5,30,0,0,-7.800000000000001,0.14,2,42.51,3.8000000000000003,978,0,107.84
2019,1,2,6,30,0,0,-8.1,0.14,1.7000000000000002,39.7,4.4,979,0,96.16
2019,1,2,7,30,23,493,-7.4,0.14,2,35.82,6.7,980,66,85.01
2019,1,2,8,30,43,783,-7.5,0.14,2.9000000000000004,28.94,9.700000000000001,980,243,75.17
2019,1,2,9,30,52,897,-9.8,0.14,3.4000000000000004,21,11.9,980,406,66.79
2019,1,2,10,30,65,943,-9.9,0.14,3.2,18.69,13.5,979,528,60.6
2019,1,2,11,30,70,961,-9.700000000000001,0.14,2.5,17.71,14.600000000000001,978,588,57.35
2019,1,2,12,30,71,956,-9.200000000000001,0.14,1.6,17.55,15.3,977,584,57.550000000000004
2019,1,2,13,30,73,913,-8,0.14,0.8,19.3,15.3,977,514,61.160000000000004
2019,1,2,14,30,68,838,-6.800000000000001,0.14,0.6000000000000001,22.13,14.600000000000001,977,387,67.63
2019,1,2,15,30,54,688,-4.1000000000000005,0.14,0.7000000000000001,28.400000000000002,14,978,218,76.21000000000001
2019,1,2,16,30,24,314,-1.6,0.14,1,44.79,9.9,979,45,86.17
2019,1,2,17,30,0,0,-2,0.14,0.8,47.61,8.5,979,0,97.44
2019,1,2,18,30,0,0,-1.7000000000000002,0.14,0.7000000000000001,50.88,7.9,979,0,109.17
2019,1,2,19,30,0,0,-1.7000000000000002,0.14,0.7000000000000001,52.34,7.4,979,0,121.33
2019,1,2,20,30,0,0,-2,0.14,0.9,52.99,6.9,979,0,133.69
2019,1,2,21,30,0,0,-2.4000000000000004,0.14,1.2000000000000002,54.120000000000005,6.2,979,0,146.05
2019,1,2,22,30,0,0,-2.8000000000000003,0.14,1.5,55.17,5.5,979,0,157.91
2019,1,2,23,30,0,0,-3.1,0.14,1.8,56.14,4.9,979,0,167.26
2019,1,3,0,30,0,0,-3.5,0.14,2.1,55.51,4.6000000000000005,978,0,166.56
2019,1,3,1,30,0,0,-4.1000000000000005,0.14,2.3000000000000003,54.43,4.3,978,0,156.70000000000002
2019,1,3,2,30,0,0,-4.3,0.14,2.4000000000000004,54.28,4.1000000000000005,978,0,144.74
2019,1,3,3,30,0,0,-4.3,0.14,2.5,54.68,4,978,0,132.36
2019,1,3,4,30,0,0,-4.3,0.14,2.6,55.15,3.9000000000000004,978,0,120
2019,1,3,5,30,0,0,-4.4,0.14,2.7,54.85,3.9000000000000004,978,0,107.88
2019,1,3,6,30,0,0,-4.5,0.14,2.9000000000000004,51.68,4.6000000000000005,979,0,96.2
2019,1,3,7,30,25,476,-4.2,0.14,3.5,44.1,7.2,979,67,85.03
2019,1,3,8,30,48,777,-4.2,0.14,3.7,35.25,10.5,979,247,75.17
2019,1,3,9,30,60,894,-5.2,0.14,3,27.3,13.3,979,412,66.77
2019,1,3,10,30,66,950,-6.300000000000001,0.14,2.1,21.84,15.4,978,533,60.550000000000004
2019,1,3,11,30,69,972,-6.4,0.14,1.6,20.2,16.5,977,595,57.27
2019,1,3,12,30,69,970,-5.800000000000001,0.14,1.4000000000000001,20.44,17.1,976,591,57.44
2019,1,3,13,30,67,942,-4.9,0.14,1.3,21.59,17.3,975,523,61.03
2019,1,3,14,30,61,878,-4.1000000000000005,0.14,1.2000000000000002,23.94,16.6,975,397,67.49
2019,1,3,15,30,49,734,-0.7000000000000001,0.14,1.1,31.68,16.1,975,225,76.07000000000001
2019,1,3,16,30,23,385,0.7000000000000001,0.14,0.8,45.74,12.100000000000001,975,49,86.03
2019,1,3,17,30,0,0,0.1,0.14,0.7000000000000001,48.99,10.4,976,0,97.3
2019,1,3,18,30,0,0,0.6000000000000001,0.14,0.7000000000000001,54.95,9.200000000000001,976,0,109.03
2019,1,3,19,30,0,0,0.7000000000000001,0.14,0.7000000000000001,58.26,8.4,976,0,121.19
2019,1,3,20,30,0,0,0.4,0.14,0.9,59.52,7.800000000000001,976,0,133.55
2019,1,3,21,30,0,0,-0.1,0.14,1,59.49,7.300000000000001,976,0,145.91
2019,1,3,22,30,0,0,-0.6000000000000001,0.14,1,58.85,6.9,975,0,157.76
2019,1,3,23,30,0,0,-1,0.14,1.1,58.6,6.5,975,0,167.13
2019,1,4,0,30,0,0,-1.4000000000000001,0.14,1.3,58.07,6.2,974,0,166.53
2019,1,4,1,30,0,0,-1.9000000000000001,0.14,1.3,56.980000000000004,6,974,0,156.73
2019,1,4,2,30,0,0,-2.4000000000000004,0.14,1.3,54.85,6,974,0,144.79
2019,1,4,3,30,0,0,-2.8000000000000003,0.14,1.3,53.02,6.1000000000000005,973,0,132.41
2019,1,4,4,30,0,0,-3,0.14,1.5,52.67,6,974,0,120.05
2019,1,4,5,30,0,0,-3,0.14,1.6,52.76,5.9,974,0,107.92
2019,1,4,6,30,0,0,-3.1,0.14,1.6,50.61,6.4,974,0,96.23
2019,1,4,7,30,28,392,-2.3000000000000003,0.14,1.5,44.94,9,974,61,85.05
2019,1,4,8,30,57,699,-0.5,0.14,1.8,41,12.4,975,236,75.17
2019,1,4,9,30,72,829,-0.30000000000000004,0.14,2.1,35.79,14.700000000000001,974,399,66.74
2019,1,4,10,30,69,929,0.7000000000000001,0.14,2.3000000000000003,34.4,16.400000000000002,973,526,60.49
2019,1,4,11,30,73,950,0.30000000000000004,0.14,2.4000000000000004,30.98,17.6,972,588,57.18
2019,1,4,12,30,74,947,-0.30000000000000004,0.14,2.5,28.6,18.2,971,585,57.32
2019,1,4,13,30,73,910,-0.9,0.14,2.6,27.61,18.1,971,516,60.89
2019,1,4,14,30,66,839,-1,0.14,2.4000000000000004,29.19,17.1,971,389,67.35
2019,1,4,15,30,52,703,0.5,0.14,2.1,34.1,16.400000000000002,971,223,75.92
2019,1,4,16,30,24,354,3,0.14,0.9,55.99,11.5,971,49,85.89
2019,1,4,17,30,0,0,3.4000000000000004,0.14,0.5,62.89,10.200000000000001,972,0,97.15
2019,1,4,18,30,0,0,4.5,0.14,0.5,70.26,9.700000000000001,972,0,108.89
2019,1,4,19,30,0,0,5,0.14,1,74.17,9.4,972,0,121.04
2019,1,4,20,30,0,0,4.9,0.14,1.3,73.78,9.3,971,0,133.41
2019,1,4,21,30,0,0,4.5,0.14,1.5,72.96000000000001,9.1,971,0,145.77
2019,1,4,22,30,0,0,4.1000000000000005,0.14,1.5,71.49,9,971,0,157.62
2019,1,4,23,30,0,0,3.9000000000000004,0.14,1.5,70.94,8.9,970,0,166.98
2019,1,5,0,30,0,0,4.2,0.14,1.5,72.36,8.9,970,0,166.49
2019,1,5,1,30,0,0,4.6000000000000005,0.14,1.4000000000000001,74.53,8.9,970,0,156.75
2019,1,5,2,30,0,0,4.9,0.14,1.4000000000000001,75.42,9,970,0,144.83
2019,1,5,3,30,0,0,5.1000000000000005,0.14,1.3,76.37,9,970,0,132.46
2019,1,5,4,30,0,0,5.2,0.14,1.4000000000000001,77.7,8.9,970,0,120.09
2019,1,5,5,30,0,0,5.5,0.14,1.4000000000000001,79.11,8.9,970,0,107.96000000000001
2019,1,5,6,30,0,0,5.800000000000001,0.14,1.4000000000000001,80.54,9,970,0,96.25
2019,1,5,7,30,14,0,6.4,0.14,1.5,81.02,9.5,971,14,85.06
2019,1,5,8,30,40,0,7.1000000000000005,0.14,2.1,78.66,10.700000000000001,971,40,75.16
2019,1,5,9,30,162,53,7.800000000000001,0.14,3.2,76.28,11.8,971,183,66.7
2019,1,5,10,30,197,32,8.6,0.14,4.2,78.39,12.3,971,213,60.42
2019,1,5,11,30,212,26,9.3,0.14,4.5,82.08,12.3,970,227,57.08
2019,1,5,12,30,82,0,9.600000000000001,0.14,4.4,85.51,12,970,82,57.2
2019,1,5,13,30,79,0,9.9,0.14,4.1000000000000005,87.94,11.8,969,79,60.75
2019,1,5,14,30,60,0,10,0.14,3.7,90.11,11.600000000000001,969,60,67.2
2019,1,5,15,30,16,0,10.3,0.14,3.5,91.53,11.600000000000001,969,16,75.77
2019,1,5,16,30,9,0,10.4,0.14,3.4000000000000004,94.22,11.3,969,9,85.74
2019,1,5,17,30,0,0,10.5,0.14,3.6,94.83,11.3,970,0,97
2019,1,5,18,30,0,0,10.600000000000001,0.14,4,94.93,11.4,969,0,108.74000000000001
2019,1,5,19,30,0,0,10.8,0.14,4.1000000000000005,95.88,11.4,969,0,120.9
2019,1,5,20,30,0,0,10.9,0.14,4,96.7,11.4,969,0,133.27
2019,1,5,21,30,0,0,10.9,0.14,3.6,97.4,11.3,969,0,145.62
2019,1,5,22,30,0,0,10.8,0.14,3.1,98.42,11,969,0,157.47
2019,1,5,23,30,0,0,10.3,0.14,2.6,98.48,10.5,969,0,166.84
2019,1,6,0,30,0,0,9.4,0.14,2.2,97.46000000000001,9.8,970,0,166.44
2019,1,6,1,30,0,0,8.700000000000001,0.14,1.9000000000000001,97.22,9.1,970,0,156.77
2019,1,6,2,30,0,0,8,0.14,1.7000000000000002,96.31,8.6,971,0,144.87
2019,1,6,3,30,0,0,7.6000000000000005,0.14,1.6,94.93,8.4,971,0,132.5
2019,1,6,4,30,0,0,7.4,0.14,1.4000000000000001,93.82000000000001,8.3,971,0,120.13
2019,1,6,5,30,0,0,7.1000000000000005,0.14,1.3,92.83,8.200000000000001,972,0,107.99000000000001
2019,1,6,6,30,0,0,6.9,0.14,1.1,90.7,8.3,973,0,96.27
2019,1,6,7,30,29,353,7,0.14,1.2000000000000002,87.62,8.9,973,60,85.06
2019,1,6,8,30,96,22,7.2,0.14,1.6,83.92,9.8,974,102,75.14
2019,1,6,9,30,71,826,7,0.14,2,76.44,11,975,398,66.66
2019,1,6,10,30,82,870,6.2,0.14,2.4000000000000004,65,12.600000000000001,974,513,60.35
2019,1,6,11,30,83,903,5,0.14,2.9000000000000004,55.9,13.600000000000001,974,575,56.97
2019,1,6,12,30,81,905,4.4,0.14,3.6,52.870000000000005,13.9,974,574,57.06
2019,1,6,13,30,81,864,4.5,0.14,3.9000000000000004,53.92,13.700000000000001,974,505,60.6
2019,1,6,14,30,71,794,5,0.14,3.7,58.7,12.9,974,381,67.04
2019,1,6,15,30,98,89,5.800000000000001,0.14,3.6,64.08,12.4,974,120,75.61
2019,1,6,16,30,27,299,6.9,0.14,1.8,81.52,9.9,976,50,85.59
2019,1,6,17,30,0,0,7.7,0.14,1.3,90.83,9.1,976,0,96.85000000000001
2019,1,6,18,30,0,0,8.200000000000001,0.14,1.5,93.34,9.200000000000001,976,0,108.59
2019,1,6,19,30,0,0,8.4,0.14,1.8,94.24,9.3,977,0,120.75
2019,1,6,20,30,0,0,8.6,0.14,2.2,95.05,9.4,977,0,133.13
2019,1,6,21,30,0,0,8.8,0.14,2.6,95.22,9.5,977,0,145.48
2019,1,6,22,30,0,0,8.9,0.14,2.8000000000000003,94.98,9.700000000000001,977,0,157.31
2019,1,6,23,30,0,0,9.200000000000001,0.14,3.1,94.83,10,977,0,166.68
2019,1,7,0,30,0,0,9.5,0.14,3.3000000000000003,95.2,10.200000000000001,977,0,166.38
2019,1,7,1,30,0,0,9.600000000000001,0.14,3.5,96.32000000000001,10.200000000000001,976,0,156.78
2019,1,7,2,30,0,0,9.700000000000001,0.14,3.4000000000000004,96.36,10.3,976,0,144.9
2019,1,7,3,30,0,0,9.8,0.14,3.3000000000000003,96.63,10.3,976,0,132.54
2019,1,7,4,30,0,0,9.700000000000001,0.14,3.2,96.34,10.3,977,0,120.16
2019,1,7,5,30,0,0,9.600000000000001,0.14,3.2,96.34,10.200000000000001,978,0,108.01
2019,1,7,6,30,0,0,9.5,0.14,3.1,95.84,10.100000000000001,978,0,96.28
2019,1,7,7,30,32,267,9.3,0.14,3.1,93.44,10.3,979,55,85.06
2019,1,7,8,30,66,595,9.200000000000001,0.14,3.1,90.66,10.700000000000001,980,219,75.11
2019,1,7,9,30,81,745,9.3,0.14,2.9000000000000004,87.11,11.4,980,377,66.61
2019,1,7,10,30,194,27,9.5,0.14,2.7,84.45,12,979,208,60.27
2019,1,7,11,30,254,153,9.5,0.14,2.6,81.59,12.600000000000001,979,338,56.86
2019,1,7,12,30,107,804,9.600000000000001,0.14,2.3000000000000003,79.11,13.100000000000001,978,545,56.93
2019,1,7,13,30,223,166,9.600000000000001,0.14,2,77.07000000000001,13.5,978,305,60.45
2019,1,7,14,30,86,717,9.5,0.14,1.5,76.48,13.600000000000001,978,367,66.88
2019,1,7,15,30,65,586,9.5,0.14,1.2000000000000002,76.24,13.600000000000001,978,212,75.45
2019,1,7,16,30,29,257,9.5,0.14,0.5,84.26,12.100000000000001,978,50,85.43
2019,1,7,17,30,0,0,9.3,0.14,0.8,88.60000000000001,11.100000000000001,978,0,96.69
2019,1,7,18,30,0,0,9.200000000000001,0.14,1.2000000000000002,94.08,10.100000000000001,978,0,108.44
2019,1,7,19,30,0,0,9,0.14,1.3,96.65,9.5,978,0,120.61
2019,1,7,20,30,0,0,8.8,0.14,1.3,96.95,9.3,978,0,132.98
2019,1,7,21,30,0,0,8.6,0.14,1.4000000000000001,96.87,9.1,977,0,145.33
2019,1,7,22,30,0,0,8.4,0.14,1.4000000000000001,96.21000000000001,9,977,0,157.16
2019,1,7,23,30,0,0,8.200000000000001,0.14,1.5,95.97,8.8,977,0,166.52
2019,1,8,0,30,0,0,7.9,0.14,1.7000000000000002,93.59,8.9,977,0,166.31
2019,1,8,1,30,0,0,7.7,0.14,1.7000000000000002,90.09,9.200000000000001,977,0,156.79
2019,1,8,2,30,0,0,7.300000000000001,0.14,1.8,86.15,9.5,976,0,144.92000000000002
2019,1,8,3,30,0,0,7,0.14,2,83.9,9.600000000000001,976,0,132.57
2019,1,8,4,30,0,0,6.9,0.14,2.2,83.02,9.600000000000001,976,0,120.19
2019,1,8,5,30,0,0,6.800000000000001,0.14,2.2,82.42,9.600000000000001,976,0,108.03
2019,1,8,6,30,0,0,6.7,0.14,2.2,80.25,9.9,976,0,96.29
2019,1,8,7,30,30,63,7,0.14,2.4000000000000004,74.16,11.4,976,36,85.05
2019,1,8,8,30,78,429,7.800000000000001,0.14,2.7,68.75,13.4,977,189,75.08
2019,1,8,9,30,112,564,8.1,0.14,2.7,62.03,15.3,977,336,66.55
2019,1,8,10,30,95,761,7.9,0.14,2.6,54.97,17,976,473,60.18
2019,1,8,11,30,203,468,7.1000000000000005,0.14,2.8000000000000003,48.61,18.1,975,459,56.74
2019,1,8,12,30,219,400,6.800000000000001,0.14,2.8000000000000003,46.12,18.6,975,438,56.78
2019,1,8,13,30,188,416,6.7,0.14,2.8000000000000003,45.6,18.7,974,394,60.29
2019,1,8,14,30,94,640,6.800000000000001,0.14,2.3000000000000003,48.03,18,974,347,66.71000000000001
2019,1,8,15,30,76,439,8,0.14,1.9000000000000001,54.25,17.3,974,187,75.29
2019,1,8,16,30,29,108,9,0.14,0.9,74.21000000000001,13.5,975,38,85.28
2019,1,8,17,30,0,0,9,0.14,0.7000000000000001,78.77,12.600000000000001,975,0,96.54
2019,1,8,18,30,0,0,9.5,0.14,0.7000000000000001,84.09,12.100000000000001,975,0,108.29
2019,1,8,19,30,0,0,9.700000000000001,0.14,0.8,88.39,11.600000000000001,976,0,120.46000000000001
2019,1,8,20,30,0,0,10,0.14,1,92.49,11.200000000000001,976,0,132.83
2019,1,8,21,30,0,0,10.4,0.14,1.1,97.37,10.8,976,0,145.18
2019,1,8,22,30,0,0,10.700000000000001,0.14,1.1,100,10.700000000000001,976,0,157
2019,1,8,23,30,0,0,10.700000000000001,0.14,1.1,100,10.700000000000001,976,0,166.35
2019,1,9,0,30,0,0,10.8,0.14,1.1,100,10.8,976,0,166.24
2019,1,9,1,30,0,0,10.9,0.14,1.1,100,10.9,976,0,156.79
2019,1,9,2,30,0,0,10.9,0.14,0.9,100,10.9,976,0,144.94
2019,1,9,3,30,0,0,10.9,0.14,0.9,100,10.9,976,0,132.59
2019,1,9,4,30,0,0,10.700000000000001,0.14,1,99.71000000000001,10.700000000000001,976,0,120.21000000000001
2019,1,9,5,30,0,0,10.4,0.14,1.1,100,10.4,977,0,108.04
2019,1,9,6,30,0,0,10.3,0.14,1.1,99.42,10.4,977,0,96.29
2019,1,9,7,30,29,331,10.200000000000001,0.14,1.1,90.7,11.700000000000001,977,58,85.04
2019,1,9,8,30,60,652,10.5,0.14,1.2000000000000002,80.08,13.9,978,229,75.05
2019,1,9,9,30,75,794,10.600000000000001,0.14,1.4000000000000001,71.76,15.700000000000001,978,392,66.49
2019,1,9,10,30,81,867,9.9,0.14,1.7000000000000002,62.440000000000005,17.1,977,513,60.08
2019,1,9,11,30,86,852,9.3,0.14,1.8,56.800000000000004,18,976,554,56.61
2019,1,9,12,30,83,899,9,0.14,2,54.67,18.3,975,577,56.63
2019,1,9,13,30,79,873,8.8,0.14,2.2,54.24,18.2,974,514,60.120000000000005
2019,1,9,14,30,71,809,8.8,0.14,2.5,56.49,17.5,974,393,66.54
2019,1,9,15,30,57,667,9.1,0.14,2.6,60.09,16.900000000000002,974,229,75.12
2019,1,9,16,30,29,333,10.200000000000001,0.14,2.6,82.9,13,975,57,85.12
2019,1,9,17,30,0,0,10.9,0.14,2.6,93.98,11.8,976,0,96.38
2019,1,9,18,30,0,0,11.200000000000001,0.14,2.1,98.15,11.5,977,0,108.14
2019,1,9,19,30,0,0,11.3,0.14,1.4000000000000001,99.34,11.4,977,0,120.3
2019,1,9,20,30,0,0,11.200000000000001,0.14,1,98.49000000000001,11.4,977,0,132.68
2019,1,9,21,30,0,0,10.9,0.14,0.8,96.94,11.4,976,0,145.02
2019,1,9,22,30,0,0,10.8,0.14,0.8,97.07000000000001,11.200000000000001,976,0,156.83
2019,1,9,23,30,0,0,10.600000000000001,0.14,0.8,97.28,11,976,0,166.18
2019,1,10,0,30,0,0,10.4,0.14,0.7000000000000001,96.8,10.9,976,0,166.15
2019,1,10,1,30,0,0,10.200000000000001,0.14,0.4,96.92,10.700000000000001,976,0,156.78
2019,1,10,2,30,0,0,10.100000000000001,0.14,0.4,97.88,10.4,976,0,144.96
2019,1,10,3,30,0,0,9.9,0.14,0.6000000000000001,99.19,10,975,0,132.61
2019,1,10,4,30,0,0,9.5,0.14,0.8,100,9.5,975,0,120.23
2019,1,10,5,30,0,0,9,0.14,1.1,100,9,975,0,108.05
2019,1,10,6,30,0,0,9,0.14,1.2000000000000002,99.52,9.1,976,0,96.28
2019,1,10,7,30,30,332,9.1,0.14,1.5,90.41,10.600000000000001,976,59,85.01
2019,1,10,8,30,62,657,9.700000000000001,0.14,1.5,80.92,12.9,976,232,75.01
2019,1,10,9,30,76,805,10,0.14,0.7000000000000001,70.62,15.3,976,398,66.41
2019,1,10,10,30,81,880,8.9,0.14,0.9,57.86,17.3,976,521,59.980000000000004
2019,1,10,11,30,85,906,7.7,0.14,1.9000000000000001,49.85,18.400000000000002,974,585,56.480000000000004
2019,1,10,12,30,87,900,7.5,0.14,2.6,47.99,18.7,974,585,56.47
2019,1,10,13,30,84,872,7.6000000000000005,0.14,3,49.58,18.3,974,521,59.95
2019,1,10,14,30,77,795,7.800000000000001,0.14,3,53.56,17.3,974,396,66.37
2019,1,10,15,30,62,653,8.4,0.14,2.9000000000000004,58.1,16.7,974,232,74.95
2019,1,10,16,30,31,324,9.5,0.14,1.7000000000000002,81.01,12.700000000000001,975,59,84.95
2019,1,10,17,30,0,0,9.9,0.14,1.1,90.42,11.4,975,0,96.21000000000001
2019,1,10,18,30,0,0,10,0.14,0.7000000000000001,92.78,11.100000000000001,975,0,107.98
2019,1,10,19,30,0,0,9.8,0.14,0.6000000000000001,92.14,11,976,0,120.15
2019,1,10,20,30,0,0,9.600000000000001,0.14,0.5,92.09,10.8,976,0,132.53
2019,1,10,21,30,0,0,9.3,0.14,0.6000000000000001,92.12,10.5,975,0,144.87
2019,1,10,22,30,0,0,8.9,0.14,0.7000000000000001,91.77,10.200000000000001,975,0,156.67000000000002
2019,1,10,23,30,0,0,8.700000000000001,0.14,0.8,90.87,10.100000000000001,975,0,166.01
2019,1,11,0,30,0,0,8.6,0.14,0.8,90.83,10,975,0,166.06
2019,1,11,1,30,0,0,8.5,0.14,0.8,91.67,9.8,975,0,156.76
2019,1,11,2,30,0,0,8.4,0.14,0.7000000000000001,92.11,9.600000000000001,974,0,144.97
2019,1,11,3,30,0,0,8.200000000000001,0.14,0.7000000000000001,92,9.4,974,0,132.62
2019,1,11,4,30,0,0,7.9,0.14,0.9,92.06,9.1,974,0,120.24000000000001
2019,1,11,5,30,0,0,7.6000000000000005,0.14,1.1,91.91,8.8,974,0,108.06
2019,1,11,6,30,0,0,7.300000000000001,0.14,1.2000000000000002,90.29,8.8,975,0,96.28
2019,1,11,7,30,30,26,7.4,0.14,1.6,82.76,10.200000000000001,975,33,84.99
2019,1,11,8,30,102,68,8,0.14,2.1,75.95,12.100000000000001,975,120,74.96000000000001
2019,1,11,9,30,149,376,8.5,0.14,2.5,71.8,13.5,975,299,66.34
2019,1,11,10,30,168,516,9.3,0.14,2.7,70.99,14.5,974,427,59.870000000000005
2019,1,11,11,30,250,261,9.200000000000001,0.14,3.1,65.79,15.600000000000001,974,394,56.34
2019,1,11,12,30,216,430,8.3,0.14,3.5,58.54,16.5,973,454,56.300000000000004
2019,1,11,13,30,91,855,7.1000000000000005,0.14,3.6,53.980000000000004,16.400000000000002,972,521,59.77
2019,1,11,14,30,80,793,6.4,0.14,3.2,54.120000000000005,15.600000000000001,972,400,66.19
2019,1,11,15,30,97,265,6.6000000000000005,0.14,2.9000000000000004,57.22,15,972,167,74.77
2019,1,11,16,30,32,321,7.5,0.14,1.3,73.91,12,972,61,84.79
2019,1,11,17,30,0,0,7.6000000000000005,0.14,1.2000000000000002,79.4,11,972,0,96.05
2019,1,11,18,30,0,0,7.6000000000000005,0.14,1.4000000000000001,82.32000000000001,10.5,972,0,107.82000000000001
2019,1,11,19,30,0,0,7.6000000000000005,0.14,1.7000000000000002,85.49,9.9,972,0,120
2019,1,11,20,30,0,0,7.5,0.14,2,86.43,9.700000000000001,972,0,132.38
2019,1,11,21,30,0,0,7.6000000000000005,0.14,2.3000000000000003,86.11,9.8,972,0,144.71
2019,1,11,22,30,0,0,7.6000000000000005,0.14,2.6,85.61,9.9,972,0,156.5
2019,1,11,23,30,0,0,7.5,0.14,2.8000000000000003,84.64,10,971,0,165.82
2019,1,12,0,30,0,0,7.5,0.14,3.1,84.38,10,971,0,165.96
2019,1,12,1,30,0,0,7.7,0.14,3,84.63,10.200000000000001,971,0,156.74
2019,1,12,2,30,0,0,8.5,0.14,2.7,87.89,10.4,971,0,144.97
2019,1,12,3,30,0,0,9.200000000000001,0.14,2.3000000000000003,93.64,10.200000000000001,971,0,132.63
2019,1,12,4,30,0,0,9.4,0.14,2,96.29,10,971,0,120.25
2019,1,12,5,30,0,0,9.200000000000001,0.14,2,96.18,9.8,971,0,108.05
2019,1,12,6,30,0,0,9,0.14,2.1,94.75,9.8,971,0,96.26
2019,1,12,7,30,15,0,8.9,0.14,2.2,91.04,10.3,972,15,84.96000000000001
2019,1,12,8,30,91,0,9.1,0.14,2.1,86.89,11.200000000000001,973,91,74.9
2019,1,12,9,30,174,125,8.6,0.14,1.8,80.88,11.8,973,225,66.25
2019,1,12,10,30,126,0,7.800000000000001,0.14,1.5,73.05,12.5,973,126,59.75
2019,1,12,11,30,20,0,6.800000000000001,0.14,1.2000000000000002,65.92,13,972,20,56.19
2019,1,12,12,30,260,138,5.9,0.14,1,60.31,13.4,972,337,56.13
2019,1,12,13,30,107,727,5.1000000000000005,0.14,0.7000000000000001,56.370000000000005,13.600000000000001,972,475,59.59
2019,1,12,14,30,120,541,4.6000000000000005,0.14,0.5,54.83,13.5,972,340,66
2019,1,12,15,30,60,664,4.800000000000001,0.14,0.4,56.32,13.3,972,237,74.59
2019,1,12,16,30,32,15,6.4,0.14,0.4,72.53,11.200000000000001,973,34,84.62
2019,1,12,17,30,0,0,6.300000000000001,0.14,0.5,78.36,9.9,973,0,95.88
2019,1,12,18,30,0,0,6.7,0.14,0.7000000000000001,84.88,9.1,974,0,107.66
2019,1,12,19,30,0,0,6.7,0.14,0.8,89,8.4,974,0,119.84
2019,1,12,20,30,0,0,6.4,0.14,1,89.91,8,974,0,132.22
2019,1,12,21,30,0,0,6.2,0.14,1.1,90.57000000000001,7.6000000000000005,974,0,144.55
2019,1,12,22,30,0,0,5.800000000000001,0.14,1.2000000000000002,89.76,7.4,974,0,156.33
2019,1,12,23,30,0,0,5.5,0.14,1.2000000000000002,90.2,7,974,0,165.64000000000001
2019,1,13,0,30,0,0,5.2,0.14,1.2000000000000002,90.71000000000001,6.6000000000000005,974,0,165.85
